run_id,case_id,artifact_type,file_path,git_tracked,tool,source_node,condition_id,meb_nm,temperature_K,vd_V,vg_condition,mesh_id,physics_id,status,description
r03,r3a,sdevice_cmd,code/sdevice/run03/bcat_gidl_r3_precheck.cmd,yes,Sentaurus Device,parameterized,r3a_precheck,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_off,verified_source,Actual user-supplied R3-A BTBT-off precheck deck.
r03,r3b,sdevice_cmd,code/sdevice/run03/bcat_gidl_r3_nonlocal.cmd,yes,Sentaurus Device,parameterized,r3b_nonlocal,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_nonlocalpath,verified_source,Actual user-supplied R3-B NonlocalPath deck.
r03,r3c,sde_cmd,code/sde/run03/bcat_baseline_sde_r3_meshgidl.cmd,yes,Sentaurus Structure Editor,n29,r3c_meshgidl,36,300,,,mesh_gidl,geometry_mesh_only,verified_source,"Corrected successful Mesh_Code=3 SDE snapshot; hotspot window X=0.032..0.070 um, Y=0.112..0.133 um, max/min=1.0/0.25 nm."
r03,r3a,raw_csv,data/run03/raw/r3a_b0_medium_btbt_off_vd1p0_vg0_m0p4_drain_raw.csv,yes,Sentaurus Visual,n49,r3a_btbt_off,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_off,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3a,raw_csv,data/run03/raw/r3a_b0_medium_btbt_off_vd1p0_vg0_m0p4_gate_raw.csv,yes,Sentaurus Visual,n49,r3a_btbt_off,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_off,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3a,raw_csv,data/run03/raw/r3a_b0_medium_btbt_off_vd1p0_vg0_m0p4_source_raw.csv,yes,Sentaurus Visual,n49,r3a_btbt_off,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_off,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3a,raw_csv,data/run03/raw/r3a_b0_medium_btbt_off_vd1p0_vg0_m0p4_substrate_raw.csv,yes,Sentaurus Visual,n49,r3a_btbt_off,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_off,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3b,raw_csv,data/run03/raw/r3b_b0_medium_btbt_on_vd1p0_vg0_m0p4_drain_raw.csv,yes,Sentaurus Visual,n46,r3b_btbt_nonlocalpath,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3b,raw_csv,data/run03/raw/r3b_b0_medium_btbt_on_vd1p0_vg0_m0p4_gate_raw.csv,yes,Sentaurus Visual,n46,r3b_btbt_nonlocalpath,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
r03,r3b,raw_csv,data/run03/raw/r3b_b0_medium_btbt_on_vd1p0_vg0_m0p4_source_raw.csv,yes,Sentaurus Visual,n46,r3b_btbt_nonlocalpath,36,300,1.0,0 to -0.4 V,mesh_medium,btbt_nonlocalpath,verified_raw,Raw exported terminal-current CSV; numeric values preserved exactly.
